기간	자치구	동	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10
2015	용산구	한남동	37	37	146	700	43	43	93	152	69	187	32	61	69	245	28	101	10	98	13	35
2015	성동구	소계	1,149	2,417	1,485	4,483	1,246	1,396	613	1,056	423	868	430	704	392	1,336	191	387	98	1,281	258	603
2015	성동구	왕십리2동	31	31	37	81	70	75	31	46	13	22	19	23	4	13	7	13	2	9	7	14
2015	성동구	마장동	400	591	133	448	101	114	34	50	29	57	28	31	17	38	2	5	7	28	16	29
2015	성동구	사근동	32	32	116	469	37	38	30	36	60	222	25	57	66	290	14	28	-	-	37	96
2015	성동구	행당1동	36	36	103	354	56	56	37	63	18	32	39	116	41	210	44	124	5	52	29	92
2015	성동구	행당2동	45	45	17	69	40	41	25	43	6	12	20	40	12	33	2	3	-	-	9	20
2015	성동구	응봉동	47	47	7	18	60	70	13	15	6	11	13	15	7	16	3	3	-	-	6	7
2015	성동구	금호1가동	61	61	33	96	40	40	21	39	7	16	22	32	9	12	-	-	1	2	5	8
2015	성동구	금호4가동	36	36	47	125	30	36	30	49	26	52	21	31	10	23	10	17	-	-	7	14
2015	성동구	성수1가1동	71	74	65	150	60	79	37	59	10	13	20	23	11	36	10	14	7	20	11	24
2015	성동구	성수1가2동	60	531	119	393	88	125	47	81	22	57	22	29	43	132	4	14	7	147	16	39
2015	성동구	성수2가1동	69	69	149	388	108	129	40	57	44	61	29	45	33	90	19	28	11	300	31	62
2015	성동구	성수2가3동	32	306	206	613	282	309	65	225	29	60	14	22	55	190	9	18	31	613	20	63
2015	성동구	송정동	52	201	30	65	56	56	14	17	12	17	18	18	5	9	2	2	1	2	6	7
2015	성동구	용답동	46	226	122	337	58	58	35	51	42	74	30	41	17	51	22	49	15	56	17	37
2015	성동구	왕십리도선동	43	43	169	526	52	53	70	109	62	107	37	79	31	80	9	20	11	52	17	28
2015	성동구	금호2.3가동	58	58	88	189	79	85	41	52	28	37	48	60	15	43	26	39	-	-	14	36
2015	성동구	옥수동	30	30	44	162	29	32	43	64	9	18	25	42	16	70	8	10	-	-	10	27
2015	광진구	소계	1,165	2,487	1,678	5,358	1,171	1,395	777	1,338	876	2,116	684	1,216	491	1,806	366	795	79	520	342	861
2015	광진구	화양동	46	46	273	1,162	46	48	66	122	244	904	73	248	94	476	23	54	3	66	47	172
2015	광진구	군자동	63	279	104	319	70	71	44	63	74	147	42	66	39	136	15	19	6	41	28	77
2015	광진구	중곡1동	88	237	92	231	59	67	44	67	65	105	38	38	17	33	14	19	12	111	16	29
2015	광진구	중곡2동	78	78	96	305	84	91	57	91	39	62	56	68	17	33	13	21	9	51	17	26
2015	광진구	중곡3동	91	233	82	190	80	82	40	54	54	68	44	51	19	45	11	15	3	16	16	29
2015	광진구	중곡4동	151	317	82	206	138	146	37	55	38	72	53	70	25	55	30	49	6	58	24	38
2015	광진구	능동	26	26	55	302	24	26	27	52	27	65	12	13	22	89	4	6	7	62	9	19
2015	광진구	구의1동	55	55	154	432	72	221	75	139	81	196	49	66	41	97	18	27	5	10	30	56
2015	광진구	구의2동	122	358	91	216	111	111	35	91	27	52	35	38	24	70	14	30	2	4	18	44
2015	광진구	구의3동	54	54	145	537	51	51	64	146	50	92	49	119	40	193	75	192	7	34	35	100
2015	광진구	광장동	42	42	70	268	29	29	63	102	23	61	31	62	32	116	17	31	12	50	23	58
2015	광진구	자양1동	66	66	122	312	85	102	61	98	32	54	54	83	23	50	31	46	2	4	16	32
2015	광진구	자양2동	105	109	75	194	119	129	54	86	39	67	49	60	26	61	6	13	2	6	17	40
2015	광진구	자양3동	105	105	72	274	97	109	59	88	15	41	39	84	38	203	39	154	1	4	18	60
2015	광진구	자양4동	73	482	165	410	106	112	51	84	68	130	60	150	34	149	56	119	2	3	28	81
2015	동대문구	소계	1,609	2,352	2,077	5,752	1,722	1,794	703	996	756	1,413	602	926	467	1,434	488	955	217	1,188	414	846
2015	동대문구	회기동	24	24	116	361	15	15	20	37	69	182	25	73	61	235	27	44	-	-	28	62
2015	동대문구	휘경1동	37	37	85	237	44	44	23	35	33	82	30	48	23	103	8	16	2	143	25	51
2015	동대문구	휘경2동	118	118	37	100	440	443	35	50	10	32	23	30	18	41	4	4	4	123	18	35
2015	동대문구	청량리동	67	67	153	406	91	96	39	53	56	106	42	50	24	49	22	40	2	10	26	52
2015	동대문구	용신동	61	61	367	1,023	103	141	103	149	75	122	48	70	63	153	92	158	73	216	44	102
2015	동대문구	제기동	53	53	250	583	83	92	63	81	117	145	41	57	36	63	7	17	6	26	35	65
2015	동대문구	전농1동	98	98	176	536	123	131	55	69	55	102	68	114	46	199	148	334	6	16	45	103
2015	동대문구	전농2동	98	98	28	75	77	77	18	25	16	30	30	45	19	63	7	11	2	17	24	46
2015	동대문구	답십리1동	317	317	115	370	91	91	65	89	38	70	30	45	25	88	19	40	9	28	14	30
2015	동대문구	답십리2동	156	156	86	213	131	131	40	50	34	58	40	50	10	16	16	22	6	56	15	25
2015	동대문구	장안1동	192	573	262	742	191	199	91	139	80	155	72	105	39	101	41	76	69	467	36	68
2015	동대문구	장안2동	216	455	226	703	168	169	64	89	75	157	76	122	38	133	81	173	37	85	44	94
2015	동대문구	이문1동	76	76	143	342	90	90	56	84	76	138	56	91	56	177	12	16	1	1	54	103
2015	동대문구	이문2동	96	219	33	61	75	75	31	46	22	34	21	26	9	13	4	4	-	-	6	10
2015	중랑구	소계	3,454	6,972	1,761	4,473	2,398	2,583	639	944	783	1,376	720	1,015	276	767	391	691	53	210	336	673
2015	중랑구	면목2동	157	420	122	247	186	193	47	62	45	68	53	55	19	27	16	25	8	31	18	30
2015	중랑구	면목4동	113	113	54	102	120	123	34	41	26	42	31	35	8	27	8	15	-	-	9	17
2015	중랑구	면목5동	70	460	43	85	85	95	12	23	16	21	21	22	4	14	7	13	1	4	9	17
2015	중랑구	면목7동	137	276	94	246	116	116	43	72	43	59	46	72	12	30	32	55	9	35	14	29
2015	중랑구	상봉1동	162	1,071	36	95	93	95	25	45	19	35	34	65	24	86	49	162	5	11	18	39
2015	중랑구	상봉2동	79	279	230	647	62	62	53	75	106	202	34	63	28	99	39	71	7	21	21	49
2015	중랑구	중화1동	137	137	43	100	99	106	32	45	12	15	40	52	13	25	9	12	3	13	12	19
2015	중랑구	중화2동	150	278	186	428	166	174	37	66	97	155	59	74	18	37	26	34	6	29	31	65
2015	중랑구	묵1동	201	201	101	334	140	140	52	63	36	62	49	69	25	74	16	25	3	32	30	58
2015	중랑구	묵2동	127	127	102	236	406	409	38	49	45	83	43	61	14	22	9	12	2	6	17	25
2015	중랑구	망우3동	106	319	59	130	115	123	21	28	31	39	35	39	5	10	6	6	1	4	11	21
2015	중랑구	신내1동	330	866	112	390	169	171	37	52	36	84	43	62	20	82	15	19	1	2	23	68
2015	중랑구	신내2동	228	228	44	141	112	112	26	35	16	38	28	57	13	38	38	49	-	-	14	29
2015	중랑구	면목본동	143	274	166	413	191	205	78	100	89	159	80	96	19	50	30	45	1	2	31	55
2015	중랑구	면목3.8동	981	1,097	162	378	134	221	47	74	86	184	58	95	23	64	45	80	3	10	44	84
2015	중랑구	망우본동	333	826	207	501	204	238	57	114	80	130	66	98	31	82	46	68	3	10	34	68
2015	성북구	소계	1,874	3,084	1,607	4,758	1,572	1,669	743	1,055	761	1,497	730	1,276	456	1,406	483	1,046	81	377	399	916
2015	성북구	돈암1동	43	43	10	50	50	50	18	30	4	6	13	16	3	9	4	4	-	-	4	9
2015	성북구	돈암2동	45	45	8	16	34	34	21	29	2	2	12	17	3	3	4	4	1	2	9	16
2015	성북구	안암동	35	35	132	496	46	48	34	53	78	215	37	97	83	291	15	23	16	48	31	133
2015	성북구	보문동	330	330	71	181	56	61	35	44	28	49	30	39	8	20	7	124	14	56	12	20
2015	성북구	정릉1동	106	106	48	119	49	49	23	38	15	27	25	27	7	20	5	5	-	-	11	15
2015	성북구	정릉2동	126	297	50	153	116	123	32	37	14	23	26	34	12	31	12	21	-	-	15	30
2015	성북구	정릉3동	89	89	70	163	42	47	13	15	22	38	24	35	14	49	7	23	-	-	15	33
2015	성북구	정릉4동	107	374	60	144	83	83	31	42	25	38	29	51	14	43	10	15	3	8	11	26
2015	성북구	길음1동	73	73	47	131	71	71	53	94	55	104	39	103	20	81	35	43	-	-	24	78
2015	성북구	길음2동	55	55	52	267	52	53	37	60	19	27	27	68	18	76	142	289	2	18	22	78
2015	성북구	월곡1동	78	78	68	155	106	108	34	47	22	31	39	47	14	32	13	19	4	70	17	35
2015	성북구	월곡2동	79	79	112	357	99	107	37	52	37	81	47	81	35	127	22	35	3	6	28	60
2015	성북구	장위1동	87	87	64	115	128	129	33	43	29	48	41	45	10	15	15	24	-	-	10	15
2015	성북구	장위2동	108	235	105	241	90	91	36	49	66	84	43	53	11	13	26	32	7	26	16	32
2015	성북구	장위3동	73	718	45	105	75	75	20	22	21	34	22	24	6	11	12	65	4	24	10	13
2015	성북구	성북동	47	47	90	411	29	29	41	58	19	40	21	38	33	89	23	58	2	36	7	18
2015	성북구	삼선동	73	73	160	421	80	80	50	66	76	127	52	65	46	111	24	47	11	32	42	79
2015	성북구	동선동	36	36	146	487	29	32	66	99	103	317	74	255	70	260	61	143	4	23	53	116
2015	성북구	종암동	122	122	114	306	151	158	58	87	42	68	60	93	22	47	27	37	4	14	31	48
2015	성북구	석관동	162	162	155	440	186	241	71	90	84	138	69	88	27	78	19	35	6	14	31	62
2015	강북구	소계	1,785	2,972	1,512	4,228	1,238	1,270	543	739	776	1,566	603	865	271	778	295	542	18	78	232	441
2015	강북구	번1동	94	246	128	355	66	66	53	70	71	123	54	108	24	89	27	43	2	32	25	49
2015	강북구	번2동	122	122	22	54	96	96	12	16	8	12	17	17	5	7	1	1	1	3	6	9
2015	강북구	번3동	302	447	29	65	70	70	14	22	14	25	24	29	9	21	5	11	-	-	6	7
2015	강북구	수유1동	106	291	120	221	95	96	34	42	37	45	35	37	13	21	46	70	-	-	16	27
2015	강북구	수유2동	121	121	88	237	91	91	39	58	43	72	54	62	9	15	9	12	1	3	16	25
2015	강북구	수유3동	90	90	273	826	70	70	68	109	164	483	62	120	36	136	42	84	4	7	22	60
2015	강북구	삼양동	118	288	62	96	125	127	29	34	28	39	49	59	4	6	14	16	1	1	10	23
2015	강북구	미아동	106	106	139	320	101	102	73	92	79	129	73	126	31	85	40	59	5	14	21	45
2015	강북구	송중동	153	153	171	703	109	109	57	86	104	285	58	84	36	141	43	144	1	1	28	60
2015	강북구	송천동	128	290	173	409	117	141	69	90	111	155	77	95	28	71	16	24	2	3	31	45
2015	강북구	삼각산동	103	103	44	101	79	79	39	49	21	33	25	42	15	38	9	10	-	-	14	33
2015	강북구	우이동	114	252	175	609	63	63	15	19	62	108	22	32	30	81	26	45	1	14	16	29
2015	강북구	인수동	228	463	88	232	156	160	41	52	34	57	53	54	31	67	17	23	-	-	21	29
2015	도봉구	소계	2,994	6,442	1,118	3,123	1,715	1,765	492	681	481	819	536	743	204	597	234	397	14	49	226	469
2015	도봉구	쌍문1동	196	360	29	77	90	90	17	22	18	21	33	38	21	37	9	10	1	2	23	37
2015	도봉구	쌍문2동	133	456	69	181	99	99	32	47	25	47	44	72	15	51	29	39	1	1	18	28
2015	도봉구	쌍문3동	77	77	52	150	53	53	32	48	27	52	31	38	11	34	22	35	-	-	13	30
2015	도봉구	쌍문4동	132	132	13	31	66	66	17	25	4	14	26	48	8	14	16	23	-	-	12	32
2015	도봉구	방학1동	209	1,105	200	535	140	140	72	110	118	176	69	125	24	82	36	58	1	24	35	76
2015	도봉구	방학2동	161	161	70	132	88	97	22	28	24	34	51	54	6	9	10	15	-	-	15	36
2015	도봉구	방학3동	243	565	39	153	104	107	21	30	6	11	19	34	9	26	4	6	2	2	9	18
2015	도봉구	창1동	192	192	55	161	389	400	44	58	26	46	34	39	15	60	12	24	1	2	15	31
2015	도봉구	창2동	170	363	60	123	155	162	45	57	31	49	52	55	7	15	23	32	4	6	13	21
2015	도봉구	창3동	146	146	71	150	86	88	26	33	38	53	32	32	10	10	18	35	-	-	12	15
2015	도봉구	창4동	135	585	68	226	69	69	34	50	39	99	23	37	14	54	5	11	1	3	19	41
2015	도봉구	창5동	795	953	89	456	158	158	45	54	31	63	44	77	26	116	18	28	1	2	18	55
2015	도봉구	도봉1동	159	441	205	504	99	115	48	67	47	79	40	51	20	56	18	30	1	4	14	27
2015	도봉구	도봉2동	246	906	98	244	119	121	37	52	47	75	38	43	18	33	14	51	1	3	10	22
2015	노원구	소계	4,284	6,901	1,599	5,298	1,883	1,961	685	1,089	631	1,464	724	1,330	441	1,461	558	1,202	12	49	375	879
2015	노원구	월계1동	162	582	135	387	115	136	36	43	41	118	39	66	38	137	8	11	1	6	23	52
2015	노원구	월계2동	295	410	33	74	135	135	15	26	18	42	27	41	9	21	7	9	-	-	20	47
2015	노원구	월계3동	228	228	32	101	159	159	34	49	4	6	26	60	13	41	26	69	2	2	10	22
2015	노원구	공릉2동	285	662	118	298	169	175	61	88	34	98	54	85	58	153	9	13	1	1	34	81
2015	노원구	하계1동	86	174	71	307	52	59	23	39	21	41	21	35	19	60	49	101	-	-	13	27
2015	노원구	하계2동	99	99	14	47	54	54	15	25	1	2	17	30	1	2	-	-	-	-	5	8
2015	노원구	중계본동	128	243	58	176	68	68	36	57	24	70	35	50	28	85	15	20	-	-	17	38
2015	노원구	중계1동	107	107	25	88	50	50	35	64	7	12	34	62	20	93	10	12	-	-	27	68
2015	노원구	중계4동	116	116	111	324	71	73	24	42	35	78	24	38	16	40	10	15	-	-	20	49
2015	노원구	상계1동	1,343	1,831	167	656	144	149	59	85	62	118	59	104	39	114	19	28	1	3	21	49
2015	노원구	상계2동	87	251	244	1,041	68	81	58	96	144	409	84	269	63	243	159	453	-	-	35	97
2015	노원구	상계5동	93	93	79	153	96	104	43	61	51	67	52	73	16	39	22	25	-	-	20	30
2015	노원구	상계8동	114	114	19	51	38	38	15	25	7	15	18	36	6	19	9	20	-	-	9	19
2015	노원구	상계9동	185	185	18	51	68	68	19	28	9	17	17	25	2	6	9	10	-	-	16	44
2015	노원구	상계10동	108	108	9	32	41	41	13	22	3	7	11	26	8	26	7	13	-	-	6	13
2015	노원구	상계3.4동	181	278	121	236	171	186	44	65	46	65	57	69	15	28	13	17	1	11	13	14
2015	노원구	상계6.7동	169	169	100	365	79	79	58	92	43	121	48	111	25	137	18	38	-	-	31	90
2015	노원구	중계2.3동	188	188	56	321	123	123	21	32	12	27	32	63	23	98	146	308	1	3	19	51
2015	노원구	공릉1동	310	1,063	189	590	182	183	76	150	69	151	69	87	42	119	22	40	5	23	36	80
2015	은평구	소계	3,020	4,494	1,517	4,392	1,914	1,980	901	1,274	748	1,319	895	1,291	370	974	474	910	22	82	367	756
2015	은평구	녹번동	105	105	118	399	287	291	70	102	40	67	52	78	25	74	12	17	4	16	18	39
2015	은평구	불광1동	166	166	116	320	108	108	87	126	50	85	68	114	28	62	26	90	-	-	26	60
2015	은평구	갈현1동	95	95	142	471	86	89	41	56	95	235	49	58	25	56	26	49	1	4	12	26
2015	은평구	갈현2동	120	120	112	340	86	87	40	53	65	130	68	93	36	96	43	61	2	3	32	63
2015	은평구	구산동	216	370	34	67	160	162	40	54	14	18	52	56	17	31	19	55	-	-	25	44
2015	은평구	대조동	118	118	182	575	94	101	102	163	76	143	80	136	55	184	145	307	1	6	49	104
2015	은평구	응암1동	127	127	106	352	89	91	65	102	43	72	57	102	26	82	37	64	4	12	28	57
2015	은평구	응암2동	106	106	32	68	72	72	34	53	17	26	39	51	5	14	6	7	-	-	13	21
2015	은평구	신사1동	174	299	52	173	129	138	57	84	28	52	60	79	21	51	19	35	-	-	23	44
2015	은평구	신사2동	926	1,225	25	55	108	111	29	37	9	10	34	40	7	19	9	11	-	-	12	24
2015	은평구	증산동	142	775	68	168	101	105	40	51	37	48	37	47	11	34	14	29	1	1	18	27
2015	은평구	수색동	59	59	46	104	75	75	15	20	36	39	29	35	7	17	11	16	2	21	11	24
2015	은평구	진관동	168	431	81	313	97	97	67	88	14	31	45	78	38	114	13	23	1	5	22	69
2015	은평구	불광2동	131	131	106	232	90	94	47	65	33	46	61	94	15	32	23	29	2	2	21	36
2015	은평구	응암3동	129	129	155	373	109	125	55	72	105	170	63	82	19	41	43	80	1	1	24	45
2015	은평구	역촌동	238	238	142	382	223	234	112	148	86	147	101	148	35	67	28	37	3	11	33	73
2015	서대문구	소계	1,816	2,989	1,352	4,243	967	1,038	582	829	681	1,546	560	1,173	543	1,962	275	501	16	33	351	832
2015	서대문구	천연동	38	38	79	200	36	42	32	39	22	30	25	31	15	38	13	17	1	1	24	50
2015	서대문구	홍제1동	76	76	64	183	76	108	31	41	28	55	40	73	13	35	10	23	1	1	16	36
2015	서대문구	홍제3동	83	83	94	197	79	88	26	33	37	63	31	44	14	41	23	36	-	-	22	39
2015	서대문구	홍제2동	33	33	29	73	25	25	25	38	18	37	22	27	6	8	4	11	-	-	8	16
2015	서대문구	홍은1동	97	97	50	102	80	83	26	37	20	30	34	36	9	22	13	16	-	-	20	35
2015	서대문구	홍은2동	129	276	74	236	108	108	30	38	33	72	29	34	31	58	6	10	-	-	25	51
2015	서대문구	남가좌1동	28	28	73	150	22	22	27	39	43	68	9	10	4	19	28	32	-	-	11	20
2015	서대문구	남가좌2동	133	133	98	231	79	81	64	81	52	98	61	90	34	80	16	25	2	6	30	61
2015	서대문구	북가좌1동	103	613	18	82	91	97	21	27	5	6	17	43	4	27	1	1	-	-	11	30
2015	서대문구	북가좌2동	881	1,176	81	221	155	160	67	91	50	77	70	89	21	55	10	12	-	-	25	42
2015	서대문구	충현동	16	16	177	543	17	21	45	71	52	123	25	38	60	197	5	8	2	4	37	68
2015	서대문구	북아현동	46	46	38	96	67	71	47	65	13	17	10	13	7	23	4	5	-	-	4	8
2015	서대문구	신촌동	22	22	358	1,523	15	15	80	140	258	771	126	565	251	1,148	125	282	3	5	85	274
2015	서대문구	연희동	131	352	119	406	117	117	61	89	50	99	61	80	74	211	17	23	7	16	33	102
2015	마포구	소계	1,259	2,194	2,360	9,009	1,072	1,208	1,070	1,832	1,233	3,387	804	1,741	1,180	4,136	542	1,462	87	1,280	429	1,159
2015	마포구	용강동	33	120	164	815	30	35	78	130	62	156	30	83	46	135	4	18	12	717	25	68
2015	마포구	대흥동	25	25	123	333	45	47	60	101	59	90	38	69	48	156	4	8	3	21	33	75
2015	마포구	염리동	22	22	37	115	41	41	23	32	20	30	30	31	14	48	7	14	-	-	15	25
2015	마포구	신수동	70	70	66	191	50	52	47	58	18	39	28	29	17	44	1	7	3	11	17	31
2015	마포구	서교동	38	38	661	3,117	53	56	174	338	553	1,937	217	748	491	2,040	323	1,023	24	113	106	376
2015	마포구	합정동	50	50	123	391	87	128	55	92	75	144	42	96	75	192	27	67	7	16	12	28
2015	마포구	망원1동	393	393	93	259	103	108	49	63	33	60	44	65	32	50	16	23	2	20	21	61
2015	마포구	망원2동	82	82	81	217	97	153	39	60	36	69	50	60	22	38	19	29	-	-	17	31
2015	마포구	연남동	43	43	81	272	47	49	41	120	76	147	35	44	50	103	13	16	4	28	16	33
2015	마포구	성산1동	64	73	67	232	71	71	39	65	16	28	24	31	31	65	10	44	5	20	12	32
2015	마포구	성산2동	135	318	89	283	131	147	56	80	23	46	39	65	29	81	62	122	3	8	28	54
2015	마포구	상암동	81	737	216	824	80	80	70	139	38	122	30	57	112	455	10	11	3	135	34	101
2015	마포구	도화동	40	40	136	565	43	44	63	116	59	157	36	85	44	178	15	20	1	6	26	60
2015	마포구	서강동	42	42	127	466	52	52	81	120	57	155	51	103	86	320	12	33	9	93	22	65
2015	마포구	공덕동	87	87	197	590	104	107	105	166	66	140	72	101	47	116	9	11	10	91	29	76
2015	마포구	아현동	54	54	99	339	38	38	90	152	42	67	38	74	36	115	10	16	1	1	16	43
2015	양천구	소계	2,814	5,510	1,369	4,575	1,829	1,928	839	1,258	672	1,277	797	1,348	358	1,060	539	1,070	20	77	301	744
2015	양천구	목1동	35	35	186	1,077	35	35	67	115	74	213	48	233	78	349	197	519	5	21	38	171
2015	양천구	목2동	79	79	77	193	98	98	61	92	30	62	42	68	21	35	18	32	-	-	15	36
2015	양천구	목3동	61	61	68	181	73	76	47	66	53	93	56	90	16	38	31	44	2	6	15	34
2015	양천구	목4동	84	84	80	205	69	72	44	64	46	73	65	89	21	38	15	18	1	1	19	41
2015	양천구	신월1동	174	287	105	258	150	164	45	62	75	107	60	71	8	11	40	56	1	2	20	32
2015	양천구	신월2동	193	400	41	121	155	174	38	48	24	33	25	31	9	16	6	7	-	-	9	18
2015	양천구	신월3동	106	681	53	130	132	139	10	11	23	36	26	29	10	24	12	14	1	4	12	23
2015	양천구	신월4동	189	809	73	191	144	156	25	56	38	51	44	57	15	27	5	5	2	3	10	22
2015	양천구	신월5동	74	223	71	212	93	104	23	29	27	54	31	38	14	21	21	56	1	2	8	15
