기간	자치구	동	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10
2017	양천구	신월7동	199	942	45	97	111	111	33	44	44	54	18	30	1	1	7	31	23	74	16	51
2017	양천구	신정1동	32	32	46	155	20	20	63	85	39	54	35	76	2	3	21	52	73	193	15	52
2017	양천구	신정2동	50	50	44	137	37	37	41	81	48	76	9	13	-	-	16	40	129	558	9	56
2017	양천구	신정3동	260	260	33	107	134	138	55	81	50	70	20	43	-	-	11	39	55	182	12	33
2017	양천구	신정6동	28	28	13	87	15	15	47	61	17	33	2	6	-	-	11	44	177	793	1	4
2017	양천구	신정7동	125	125	30	109	57	57	31	49	42	65	7	15	-	-	8	23	81	507	7	21
2017	양천구	목5동	23	23	45	181	16	16	97	138	43	96	11	25	-	-	20	78	395	1,361	3	14
2017	양천구	신정4동	114	197	110	332	98	98	90	124	108	177	77	161	2	11	46	154	52	275	29	126
2017	강서구	소계	3,853	8,116	1,268	4,419	1,566	1,705	1,242	2,164	963	1,695	861	1,858	56	697	561	1,865	679	2,257	483	1,848
2017	강서구	염창동	137	718	72	253	53	73	70	119	49	66	37	73	8	171	34	108	73	225	11	35
2017	강서구	등촌1동	76	244	81	285	61	61	64	102	34	66	32	66	5	20	35	110	16	86	21	101
2017	강서구	등촌2동	74	263	24	66	53	53	25	39	24	34	17	27	-	-	18	56	11	32	8	30
2017	강서구	등촌3동	199	399	81	469	75	75	54	93	50	117	30	76	13	352	46	177	65	295	27	191
2017	강서구	화곡본동	141	141	56	140	90	90	52	101	44	64	49	87	-	-	15	39	31	110	23	68
2017	강서구	화곡2동	70	70	21	38	68	68	24	27	36	40	15	22	1	2	6	8	36	69	2	2
2017	강서구	화곡3동	76	76	48	150	42	42	49	84	57	101	38	88	3	3	22	59	47	155	34	131
2017	강서구	화곡4동	90	90	52	109	82	82	39	56	61	83	54	73	1	5	22	64	16	33	33	73
2017	강서구	화곡6동	84	754	97	320	75	115	50	94	44	111	128	492	3	9	30	91	13	24	32	157
2017	강서구	화곡8동	106	106	44	128	75	75	70	92	58	78	28	58	1	1	18	56	20	84	19	65
2017	강서구	가양1동	143	595	166	635	57	119	237	544	47	124	62	150	7	45	103	354	20	60	63	332
2017	강서구	가양2동	44	44	15	45	38	38	17	36	18	52	7	10	1	1	6	24	1	2	6	13
2017	강서구	가양3동	124	124	16	52	63	63	11	17	16	35	2	3	4	61	4	19	9	23	1	4
2017	강서구	발산1동	170	861	62	200	123	123	50	89	51	112	24	40	-	-	27	98	97	314	14	31
2017	강서구	공항동	96	614	83	309	91	96	57	78	42	56	64	126	1	1	31	108	16	43	46	138
2017	강서구	방화1동	297	297	95	328	140	140	103	143	96	166	39	74	1	3	42	112	67	258	42	143
2017	강서구	방화2동	1,339	1,735	81	313	81	91	47	68	48	69	50	66	3	7	30	152	15	44	21	89
2017	강서구	방화3동	200	598	20	64	69	71	26	40	27	36	12	28	1	7	13	35	9	12	8	24
2017	강서구	화곡1동	233	233	108	359	145	145	109	215	92	162	149	264	1	3	38	130	24	82	59	183
2017	강서구	우장산동	154	154	46	156	85	85	88	127	69	123	24	35	2	6	21	65	93	306	13	38
2017	구로구	소계	2,818	4,127	1,098	3,349	1,125	1,160	778	1,161	738	1,250	610	1,197	100	983	375	1,198	342	1,080	408	1,389
2017	구로구	신도림동	73	73	80	321	55	55	65	112	45	124	15	47	2	14	42	173	57	227	29	118
2017	구로구	구로1동	95	95	17	46	51	65	24	34	22	51	19	38	1	9	7	22	21	60	2	5
2017	구로구	구로3동	59	59	201	900	46	46	124	201	51	166	64	232	48	836	93	389	16	48	58	248
2017	구로구	구로4동	54	54	67	147	63	63	64	86	68	83	87	128	1	1	15	40	25	76	44	147
2017	구로구	구로5동	1,278	1,517	128	361	76	90	85	158	45	115	55	127	9	16	39	139	25	66	62	225
2017	구로구	고척1동	137	291	73	270	69	70	26	34	42	67	45	75	7	17	21	53	17	57	32	97
2017	구로구	고척2동	131	131	43	97	86	86	45	62	58	66	24	39	2	2	17	35	30	83	18	51
2017	구로구	개봉2동	157	157	32	86	88	88	43	66	59	107	31	66	2	8	19	51	32	99	18	54
2017	구로구	개봉3동	92	92	29	63	79	79	31	47	45	50	23	30	-	-	15	30	32	86	15	39
2017	구로구	오류1동	93	93	50	132	45	45	32	43	38	58	33	65	3	5	10	41	10	34	8	24
2017	구로구	오류2동	208	541	44	117	130	130	47	65	47	92	13	28	4	4	17	53	31	120	22	81
2017	구로구	수궁동	155	593	41	80	95	96	33	56	32	34	10	15	2	7	19	38	16	45	13	36
2017	구로구	가리봉동	22	22	54	89	33	33	21	28	38	47	67	113	-	-	3	4	2	2	10	31
2017	구로구	구로2동	119	119	172	488	104	109	89	113	79	101	82	131	16	45	36	87	10	31	45	128
2017	구로구	개봉1동	145	290	67	152	105	105	49	56	69	89	42	63	3	19	22	43	18	46	32	105
2017	금천구	소계	1,119	3,018	906	2,684	862	891	563	899	452	662	411	705	163	4,023	288	894	164	584	262	870
2017	금천구	가산동	78	164	317	1,286	69	69	186	352	38	122	67	158	115	3,839	161	557	7	32	80	322
2017	금천구	독산1동	190	1,508	149	387	116	118	71	130	50	76	46	69	30	144	32	84	14	57	26	87
2017	금천구	독산2동	101	267	52	122	72	72	33	49	53	57	30	47	1	2	7	9	11	34	19	47
2017	금천구	독산3동	92	205	76	171	110	119	66	92	73	88	61	80	6	15	15	38	13	63	24	61
2017	금천구	독산4동	56	56	38	96	58	62	29	39	36	46	48	87	-	-	13	33	12	31	24	72
2017	금천구	시흥1동	135	135	140	335	109	109	75	99	84	142	90	151	5	11	31	111	43	182	61	211
2017	금천구	시흥2동	136	136	5	13	80	80	18	26	19	21	6	11	-	-	9	20	27	101	1	2
2017	금천구	시흥3동	89	305	61	143	63	76	28	37	14	17	15	29	6	12	7	12	7	15	5	12
2017	금천구	시흥4동	139	139	17	33	98	99	21	31	37	38	17	30	-	-	3	4	12	29	9	19
2017	금천구	시흥5동	103	103	51	98	87	87	36	44	48	55	31	43	-	-	10	26	18	40	13	37
2017	영등포구	소계	1,413	2,719	1,848	6,726	1,188	1,329	929	1,361	681	1,265	686	1,369	67	1,339	718	2,628	304	1,077	467	1,812
2017	영등포구	여의도동	13	13	526	2,700	14	20	112	214	48	175	87	253	16	653	239	1,112	45	171	80	488
2017	영등포구	당산1동	28	28	128	326	34	108	69	100	51	78	102	157	2	3	56	128	6	14	42	114
2017	영등포구	당산2동	51	289	98	377	32	32	81	126	37	109	35	73	6	21	53	165	39	127	34	160
2017	영등포구	양평1동	39	254	90	288	467	491	37	59	22	36	26	36	3	25	29	64	10	27	11	32
2017	영등포구	양평2동	47	590	95	311	45	58	46	73	23	32	33	72	6	22	48	136	24	68	24	70
2017	영등포구	신길1동	45	45	46	108	47	47	40	51	47	67	35	61	-	-	18	44	11	34	20	76
2017	영등포구	신길3동	599	599	46	86	62	62	29	32	37	42	19	28	-	-	9	27	10	24	11	24
2017	영등포구	신길4동	62	62	17	52	37	39	22	35	21	22	8	14	-	-	7	11	16	45	1	4
2017	영등포구	신길5동	34	34	26	65	39	39	19	26	15	15	12	18	-	-	6	21	4	22	4	14
2017	영등포구	신길6동	92	92	58	153	41	50	68	75	41	64	19	39	2	2	26	88	34	117	29	100
2017	영등포구	신길7동	18	18	21	75	19	19	33	34	16	21	12	26	2	11	14	39	7	18	6	17
2017	영등포구	대림1동	45	45	45	134	32	32	39	49	42	44	26	44	-	-	9	29	7	21	16	40
2017	영등포구	대림2동	33	33	48	122	36	36	43	57	63	67	43	78	1	2	8	16	6	43	14	37
2017	영등포구	대림3동	65	65	76	182	70	76	56	80	55	75	50	72	5	34	15	35	16	78	19	79
2017	영등포구	영등포본동	62	62	45	150	58	58	41	63	31	64	25	49	-	-	24	95	17	65	30	128
2017	영등포구	영등포동	18	18	283	990	36	39	104	154	61	221	91	236	10	37	89	415	13	36	82	283
2017	영등포구	도림동	77	239	39	93	60	60	33	47	39	52	25	35	3	4	11	21	14	64	8	24
2017	영등포구	문래동	85	233	161	514	59	63	57	86	32	81	38	78	11	525	57	182	25	103	36	122
2017	동작구	소계	1,589	1,707	837	2,537	163	179	829	1,257	669	1,144	461	988	14	188	438	1,396	423	1,434	280	1,026
2017	동작구	노량진2동	46	46	54	153	5	5	38	54	27	32	32	64	-	-	31	85	15	132	9	27
2017	동작구	상도1동	146	146	61	156	14	16	87	132	61	139	49	113	3	25	53	153	43	151	34	116
2017	동작구	상도2동	82	82	56	163	17	21	80	137	53	91	23	47	1	1	23	85	37	146	20	72
2017	동작구	상도3동	192	192	33	98	19	19	45	70	50	81	16	29	-	-	15	45	9	20	9	33
2017	동작구	상도4동	171	171	31	77	18	18	31	42	43	49	19	31	-	-	19	28	22	51	15	43
2017	동작구	사당1동	118	118	109	287	6	11	79	130	49	95	62	112	2	25	37	127	13	40	25	80
2017	동작구	사당3동	78	78	34	101	6	6	43	54	35	51	14	24	1	5	14	42	23	85	12	46
2017	동작구	사당4동	68	68	14	31	13	13	25	36	29	37	10	13	1	71	7	18	11	25	6	16
2017	동작구	사당5동	82	82	10	20	4	4	17	25	25	44	2	4	1	14	10	20	11	23	8	21
2017	동작구	대방동	160	278	45	154	19	19	62	97	42	83	28	65	1	9	24	72	105	364	22	103
2017	동작구	신대방1동	77	77	42	140	6	6	42	58	48	62	19	30	1	1	15	42	25	68	12	33
2017	동작구	신대방2동	80	80	81	272	12	12	51	88	37	45	16	25	2	36	31	117	16	43	12	40
2017	동작구	흑석동	100	100	74	226	9	14	89	125	62	118	54	114	1	1	41	137	35	61	43	142
2017	동작구	노량진1동	111	111	106	369	7	7	75	96	51	92	39	98	-	-	88	317	38	178	28	128
2017	동작구	사당2동	78	78	87	290	8	8	65	113	57	125	78	219	-	-	30	108	20	47	25	126
2017	관악구	소계	2,158	3,025	1,219	3,785	1,394	1,402	957	1,827	928	1,736	690	1,546	12	121	489	1,660	405	1,411	393	1,413
2017	관악구	보라매동	96	96	58	183	56	56	40	61	55	77	28	47	1	2	20	84	20	59	20	69
2017	관악구	청림동	43	43	7	11	31	31	24	35	23	30	9	15	-	-	9	24	28	54	5	14
2017	관악구	행운동	83	83	58	162	41	41	66	128	68	162	31	55	1	4	26	62	24	90	19	55
2017	관악구	낙성대동	69	282	88	448	41	41	32	71	32	124	69	174	1	2	49	143	8	19	37	156
2017	관악구	중앙동	59	59	52	221	29	29	50	154	39	88	28	50	1	14	24	105	20	159	13	41
2017	관악구	인헌동	55	55	41	99	32	32	46	90	40	61	21	36	-	-	27	82	21	63	18	54
2017	관악구	남현동	49	49	46	143	30	30	25	28	31	44	38	111	2	62	14	58	10	17	22	83
2017	관악구	서원동	55	55	104	346	40	40	32	71	40	142	86	300	-	-	33	185	12	39	26	168
2017	관악구	신원동	42	42	42	87	32	32	35	58	36	43	25	36	-	-	9	20	13	32	11	29
2017	관악구	서림동	510	854	45	133	42	42	36	69	27	35	16	23	-	-	21	44	14	38	11	53
2017	관악구	신사동	55	55	50	118	40	40	72	161	71	96	31	64	1	22	14	49	18	49	21	48
2017	관악구	신림동	21	21	97	389	18	18	93	197	59	181	97	223	1	1	38	138	3	14	54	204
2017	관악구	난향동	69	69	6	16	43	43	14	27	15	19	2	2	-	-	5	13	11	42	4	11
2017	관악구	조원동	47	47	91	254	416	420	63	106	51	90	57	133	1	1	28	103	7	21	32	125
2017	관악구	대학동	49	49	122	348	27	27	42	61	47	88	43	95	-	-	70	233	9	23	26	80
2017	관악구	은천동	145	455	73	206	72	72	60	110	54	73	18	30	-	-	18	52	37	163	28	83
2017	관악구	성현동	137	137	15	31	61	61	34	46	37	43	4	6	1	1	12	17	58	195	5	13
2017	관악구	청룡동	60	60	101	308	35	35	90	216	70	164	42	82	-	-	41	159	19	126	23	70
2017	관악구	난곡동	148	148	28	60	104	108	26	31	48	68	12	21	-	-	9	24	21	65	3	13
2017	관악구	삼성동	193	193	39	64	92	92	32	43	31	37	14	16	-	-	4	18	20	59	5	9
2017	관악구	미성동	173	173	56	158	112	112	45	64	54	71	19	27	2	12	18	47	32	84	10	35
2017	서초구	소계	404	1,012	1,752	7,667	325	349	1,379	2,596	690	1,943	464	1,316	145	1,638	879	3,385	813	3,701	456	2,293
2017	서초구	서초1동	12	12	127	584	9	9	95	199	48	103	14	33	5	16	80	270	23	292	21	90
2017	서초구	서초2동	4	4	168	850	5	5	130	257	50	149	24	70	13	249	84	333	50	125	26	230
2017	서초구	서초3동	25	25	284	1,341	26	26	166	374	51	150	88	281	24	567	126	486	65	422	81	498
2017	서초구	서초4동	2	2	112	645	3	3	93	172	41	269	41	234	4	92	65	404	58	160	29	185
2017	서초구	잠원동	2	2	111	413	12	12	91	189	31	61	42	88	5	51	42	128	46	129	41	123
2017	서초구	반포본동	2	2	15	44	-	-	31	42	23	39	12	20	4	12	10	34	106	443	3	11
2017	서초구	반포1동	4	4	60	210	10	10	88	218	45	157	28	65	3	14	39	108	15	70	15	49
2017	서초구	반포2동	4	4	5	34	2	2	49	99	23	73	1	1	-	-	7	29	29	89	3	5
2017	서초구	반포3동	7	7	38	230	3	3	74	118	19	57	3	6	1	2	12	55	92	360	4	19
2017	서초구	반포4동	12	12	117	784	5	5	28	73	36	235	15	40	15	89	78	436	105	626	19	118
2017	서초구	방배본동	12	12	69	214	15	15	48	80	49	84	32	72	7	23	38	166	40	121	17	63
2017	서초구	방배1동	23	23	72	231	17	17	54	67	47	152	22	67	11	75	29	92	23	113	23	87
2017	서초구	방배2동	49	49	98	466	32	32	82	128	38	61	36	106	5	15	30	104	20	70	30	140
2017	서초구	방배3동	30	205	23	86	18	18	46	74	27	31	4	8	1	108	19	54	26	103	7	29
2017	서초구	방배4동	30	30	80	222	27	48	102	149	65	105	16	25	9	57	36	133	48	378	11	50
2017	서초구	양재1동	92	202	145	528	67	67	84	153	52	154	42	122	16	215	94	304	33	81	52	292
2017	서초구	양재2동	56	224	205	674	46	49	91	147	40	52	41	71	22	53	78	204	26	99	66	263
2017	서초구	내곡동	38	193	23	111	28	28	27	57	5	11	3	7	-	-	12	45	8	20	8	41
2017	강남구	소계	2,097	2,645	2,545	11,821	168	217	2,228	5,767	1,291	6,818	717	2,281	411	8,506	1,470	5,915	1,481	9,007	808	4,654
2017	강남구	신사동	27	27	150	767	1	1	66	145	89	324	52	182	29	157	120	569	76	341	57	281
2017	강남구	논현1동	50	50	174	762	-	-	141	340	95	383	82	272	38	566	92	405	6	48	95	544
2017	강남구	논현2동	18	18	203	792	-	-	97	329	71	301	77	213	34	608	127	458	11	36	91	596
2017	강남구	삼성1동	31	31	174	1,132	4	36	70	142	33	189	36	117	29	1,858	94	501	13	93	43	309
2017	강남구	삼성2동	32	32	94	396	2	2	165	413	66	171	32	133	13	366	65	225	40	159	37	171
2017	강남구	대치1동	6	6	32	138	-	-	86	156	36	189	3	7	2	6	18	122	283	2,361	6	15
2017	강남구	대치4동	23	23	152	692	-	-	156	371	83	224	45	150	20	319	96	355	425	1,921	54	256
2017	강남구	역삼1동	54	54	632	2,851	-	-	461	1,512	189	867	135	466	78	428	324	1,301	43	521	187	1,052
2017	강남구	역삼2동	41	41	123	450	-	-	177	637	39	75	16	34	9	202	95	275	23	121	21	83
2017	강남구	도곡1동	43	43	52	364	1	4	69	215	31	79	9	15	9	294	41	113	21	69	14	80
2017	강남구	도곡2동	7	137	55	251	-	-	74	164	22	93	21	56	11	125	34	121	35	190	16	107
2017	강남구	개포1동	141	141	10	17	15	15	50	80	19	22	-	-	-	-	4	4	5	12	-	-
2017	강남구	개포4동	80	80	59	172	-	-	49	71	30	43	16	26	22	77	24	78	22	97	17	52
2017	강남구	일원본동	24	24	13	81	9	9	36	50	22	29	4	9	-	-	13	40	30	51	2	10
2017	강남구	일원1동	1,200	1,200	59	199	70	72	23	38	25	34	25	63	-	-	21	65	18	90	19	66
2017	강남구	일원2동	62	62	22	46	-	-	28	43	13	17	2	5	1	2	9	18	9	12	1	3
2017	강남구	수서동	49	208	55	319	20	32	40	79	20	44	9	26	9	584	25	139	4	13	19	80
2017	강남구	세곡동	137	396	42	146	44	44	55	90	22	42	5	8	-	-	23	58	20	80	10	31
2017	강남구	압구정동	4	4	150	802	-	-	80	231	141	1,241	66	216	33	406	83	410	70	514	38	370
2017	강남구	청담동	22	22	117	660	-	-	111	214	153	2,256	47	191	46	1,560	67	306	32	148	45	385
2017	강남구	대치2동	46	46	147	696	1	1	140	364	64	159	19	57	26	942	82	316	249	2,035	24	122
2017	강남구	개포2동	-	-	30	88	1	1	54	83	28	36	16	35	2	6	13	36	46	95	12	41
2017	송파구	소계	2,755	5,326	1,613	6,151	1,773	1,803	1,535	3,252	1,105	2,294	687	1,593	114	2,973	769	2,511	924	3,859	573	2,468
2017	송파구	풍납1동	60	210	38	68	46	46	25	33	31	37	12	20	-	-	6	21	10	30	17	40
2017	송파구	풍납2동	115	365	27	79	48	48	43	59	32	64	12	21	1	1	18	44	29	69	17	73
2017	송파구	거여1동	85	85	25	65	58	58	21	23	32	44	15	23	2	8	15	34	10	31	11	29
2017	송파구	거여2동	136	136	31	100	66	66	37	55	28	30	15	21	-	-	9	28	21	58	8	31
2017	송파구	마천1동	125	268	51	100	108	119	44	53	38	46	30	52	-	-	9	20	9	17	9	18
2017	송파구	마천2동	142	557	63	111	104	104	29	38	44	59	20	31	3	34	10	20	12	30	13	42
2017	송파구	방이1동	43	161	66	191	27	27	33	48	41	65	20	44	6	574	41	126	137	796	26	161
2017	송파구	방이2동	89	206	119	538	53	61	74	171	43	63	95	262	10	27	47	186	24	291	70	359
2017	송파구	오륜동	4	4	13	124	1	1	22	52	13	38	1	2	-	-	10	43	6	32	-	-
2017	송파구	오금동	195	195	76	301	104	112	63	95	55	81	31	56	9	59	48	108	105	364	16	46
2017	송파구	송파1동	72	72	62	193	45	45	66	123	70	124	47	85	5	27	54	168	39	166	28	109
2017	송파구	송파2동	42	42	17	43	20	20	52	66	36	58	7	12	2	34	19	25	42	118	5	13
2017	송파구	석촌동	105	105	106	342	72	72	107	191	73	121	55	86	6	30	37	95	20	129	42	130
2017	송파구	삼전동	112	417	65	236	85	85	82	160	80	172	40	62	3	26	34	87	87	341	40	117
2017	송파구	가락본동	75	75	159	629	55	55	88	154	55	102	58	135	13	828	58	172	29	66	51	217
2017	송파구	가락1동	2	2	32	143	2	2	-	-	-	-	4	10	-	-	2	7	-	-	1	6
2017	송파구	가락2동	83	83	53	182	65	65	66	92	69	127	23	50	4	495	33	68	67	247	23	92
2017	송파구	문정1동	50	50	52	150	39	42	62	90	49	73	7	13	6	184	27	58	31	141	19	60
2017	송파구	문정2동	866	866	130	592	8	8	161	513	29	104	11	29	21	135	97	313	12	17	51	238
2017	송파구	장지동	151	1,224	34	104	99	99	58	407	46	71	22	34	1	3	26	63	37	100	19	62
2017	송파구	위례동	29	29	25	100	34	34	64	159	23	75	3	9	-	-	17	81	8	24	5	30
2017	송파구	잠실본동	57	57	186	714	38	38	88	165	92	288	144	451	10	46	43	189	59	347	86	434
2017	송파구	잠실4동	31	31	9	19	14	14	55	99	22	75	2	5	-	-	7	25	21	75	2	10
2017	송파구	잠실6동	15	15	112	612	546	546	34	58	36	158	9	30	9	453	56	312	37	99	8	89
2017	송파구	잠실7동	2	2	2	4	3	3	14	23	9	10	-	-	-	-	5	12	5	17	-	-
2017	송파구	잠실2동	34	34	19	74	14	14	59	157	28	88	1	23	-	-	12	40	39	158	-	-
2017	송파구	잠실3동	35	35	41	337	19	19	88	168	31	121	3	27	3	9	29	166	28	96	6	62
2017	강동구	소계	3,427	5,292	1,178	3,638	1,428	1,474	965	1,476	891	1,379	707	1,550	57	1,648	461	1,431	655	2,269	389	1,387
2017	강동구	강일동	183	618	18	86	113	115	29	38	22	37	4	12	-	-	10	46	35	100	3	8
2017	강동구	상일동	143	143	52	136	68	68	38	55	15	18	17	30	-	-	11	48	16	33	17	50
2017	강동구	명일1동	89	89	61	200	48	57	53	85	67	118	35	72	1	30	43	115	56	312	28	94
2017	강동구	명일2동	32	32	30	133	24	24	33	52	29	71	9	17	3	12	17	90	168	671	10	46
2017	강동구	고덕1동	83	83	21	49	56	59	48	74	23	31	12	19	-	-	10	18	22	41	8	21
2017	강동구	고덕2동	1,126	1,126	44	102	52	52	32	45	14	15	11	12	-	-	6	19	2	6	4	16
2017	강동구	암사2동	99	337	35	116	51	51	39	47	27	53	17	37	5	212	14	32	29	80	14	56
2017	강동구	암사3동	84	84	8	19	58	58	22	36	22	36	3	6	-	-	7	16	30	102	5	22
2017	강동구	천호1동	210	359	61	202	121	121	51	68	69	87	28	47	1	2	20	63	27	113	9	24
2017	강동구	천호3동	122	282	63	178	85	85	66	90	55	92	65	147	5	59	24	91	9	28	26	76
2017	강동구	성내1동	70	70	94	295	56	63	47	65	32	37	31	61	13	525	52	170	20	69	18	59
2017	강동구	성내2동	108	288	100	316	77	77	77	130	80	107	51	99	2	4	37	102	17	35	23	67
2017	강동구	성내3동	124	124	120	362	61	61	81	124	73	112	80	138	5	30	51	129	86	316	40	150
2017	강동구	둔촌1동	43	43	-	-	9	9	-	-	-	-	-	-	-	-	-	-	2	12	-	-
2017	강동구	둔촌2동	123	434	66	231	93	93	64	101	60	76	27	37	9	719	32	98	37	89	22	80
2017	강동구	암사1동	215	399	72	165	145	148	61	90	84	100	50	98	3	6	22	59	32	79	32	96
2017	강동구	천호2동	156	196	177	544	113	123	90	154	89	184	129	368	5	22	45	163	24	52	71	289
2017	강동구	길동	417	585	156	504	198	210	134	222	130	205	138	350	5	27	60	172	43	131	59	233
