기간	자치구	동	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10	다수업종 상위10
2017	성동구	행당2동	48	48	9	29	44	44	27	51	24	42	1	2	-	-	15	31	39	123	3	26
2017	성동구	응봉동	47	47	8	18	43	43	14	18	14	16	5	11	-	-	6	24	17	45	1	3
2017	성동구	금호1가동	58	58	14	36	40	40	24	46	24	34	7	18	1	3	7	15	17	50	7	24
2017	성동구	금호4가동	40	40	22	46	24	24	25	40	22	37	21	39	-	-	5	19	11	23	14	37
2017	성동구	성수1가1동	59	62	41	121	44	44	51	112	21	24	9	21	11	397	15	47	23	67	10	30
2017	성동구	성수1가2동	64	913	80	224	56	118	52	91	23	32	10	15	10	153	62	163	15	39	34	127
2017	성동구	성수2가1동	69	69	101	262	72	72	43	55	30	46	37	59	10	247	44	154	8	83	38	94
2017	성동구	성수2가3동	30	321	147	501	281	290	70	210	16	23	11	20	36	526	61	185	9	194	43	156
2017	성동구	송정동	51	51	19	40	42	42	16	19	21	22	6	6	-	-	6	7	2	4	8	14
2017	성동구	용답동	41	236	80	234	48	48	37	46	32	52	39	69	18	86	18	52	8	25	23	65
2017	성동구	왕십리도선동	45	45	108	305	51	51	106	157	59	146	46	101	9	34	47	151	26	100	41	194
2017	성동구	금호2.3가동	54	54	53	94	57	57	55	75	56	70	25	43	-	-	16	39	16	31	19	39
2017	성동구	옥수동	33	33	25	82	26	26	56	86	30	60	5	13	1	1	21	88	28	101	10	35
2017	광진구	소계	1,167	2,077	954	2,983	893	915	810	1,152	740	1,389	685	1,614	93	711	468	1,545	410	1,456	458	1,550
2017	광진구	화양동	41	41	133	521	26	26	70	118	81	301	209	726	4	85	96	419	6	38	108	442
2017	광진구	군자동	62	292	61	202	43	46	50	70	47	69	57	96	8	43	42	121	10	41	30	94
2017	광진구	중곡1동	73	186	61	136	58	58	46	65	42	47	47	67	13	115	18	36	12	25	24	53
2017	광진구	중곡2동	84	84	53	149	68	68	60	73	59	74	29	46	11	38	18	42	30	73	28	85
2017	광진구	중곡3동	108	271	39	88	57	57	48	70	49	61	51	78	1	1	24	59	13	45	23	55
2017	광진구	중곡4동	154	324	54	125	114	114	42	58	54	70	29	59	7	82	24	49	32	131	22	57
2017	광진구	능동	27	27	26	169	20	20	26	40	10	10	27	67	8	65	16	67	3	5	21	97
2017	광진구	구의1동	46	46	80	206	48	51	82	118	58	75	63	146	3	9	29	63	24	76	52	159
2017	광진구	구의2동	123	357	62	138	91	91	39	50	39	58	21	35	4	56	19	63	22	48	21	53
2017	광진구	구의3동	54	54	85	289	37	37	63	101	58	181	22	46	7	94	39	156	95	343	26	115
2017	광진구	광장동	43	43	50	199	20	20	58	77	34	55	16	42	18	80	31	107	55	266	18	81
2017	광진구	자양1동	73	73	83	254	61	61	60	84	59	90	24	41	2	23	27	66	14	47	30	76
2017	광진구	자양2동	112	112	37	87	101	110	52	76	49	62	35	55	1	5	17	26	39	141	16	54
2017	광진구	자양3동	100	100	44	189	64	67	60	80	42	85	11	28	4	9	33	150	49	154	14	54
2017	광진구	자양4동	67	67	86	231	85	89	54	72	59	151	44	82	2	6	35	121	6	23	25	75
2017	동대문구	소계	1,616	2,358	1,289	3,523	1,441	1,472	750	1,031	611	902	593	1,184	245	1,234	407	1,213	297	959	405	1,330
2017	동대문구	회기동	21	21	79	251	19	19	20	38	28	95	59	144	-	-	48	175	10	17	26	92
2017	동대문구	휘경1동	40	40	49	129	30	30	31	45	29	52	20	47	2	124	16	65	12	36	18	81
2017	동대문구	휘경2동	127	127	27	68	443	443	40	52	25	37	9	21	1	9	20	38	13	41	1	2
2017	동대문구	청량리동	72	72	104	252	67	69	40	56	47	57	32	55	1	9	21	40	7	19	23	96
2017	동대문구	용신동	66	66	242	639	79	98	111	178	48	66	61	120	89	294	59	173	13	66	62	216
2017	동대문구	제기동	55	55	174	418	68	69	63	84	40	48	90	172	6	29	25	47	16	40	25	65
2017	동대문구	전농1동	93	93	108	421	92	96	65	85	63	96	49	110	6	15	38	141	20	48	35	86
2017	동대문구	전농2동	104	104	18	54	59	59	19	24	31	37	9	23	2	2	13	49	31	72	8	25
2017	동대문구	답십리1동	303	303	56	148	76	76	63	77	28	50	23	35	8	20	21	46	21	89	15	44
2017	동대문구	답십리2동	153	153	74	190	123	123	53	62	39	45	30	51	8	67	10	26	24	70	18	78
2017	동대문구	장안1동	209	555	159	459	158	163	92	134	75	94	71	133	83	580	36	113	20	71	63	213
2017	동대문구	장안2동	207	472	121	314	118	118	65	77	80	120	61	130	38	84	33	99	78	311	58	204
2017	동대문구	이문1동	63	63	63	148	54	54	59	84	58	83	60	111	1	1	57	180	14	34	46	113
2017	동대문구	이문2동	103	234	15	32	55	55	29	35	20	22	19	32	-	-	10	21	18	45	7	15
2017	중랑구	소계	3,622	7,039	1,017	2,498	1,715	1,775	692	921	784	1,112	607	1,083	66	303	282	828	322	1,121	487	1,424
2017	중랑구	면목2동	156	439	74	156	134	141	46	64	60	67	35	57	12	71	16	35	22	48	26	52
2017	중랑구	면목4동	134	134	31	57	95	97	35	44	35	40	21	37	3	13	14	30	30	76	19	39
2017	중랑구	면목5동	61	358	29	61	79	87	14	17	21	21	8	15	3	7	3	10	1	4	13	25
2017	중랑구	면목7동	123	278	58	144	82	82	43	62	51	79	38	61	7	20	10	32	11	63	27	98
2017	중랑구	상봉1동	145	1,022	16	49	88	88	25	44	40	69	11	17	4	11	23	90	20	57	15	35
2017	중랑구	상봉2동	76	205	128	349	55	55	57	65	41	77	79	134	5	35	27	112	1	3	83	231
2017	중랑구	중화1동	131	131	28	66	86	87	36	50	42	62	9	13	1	5	13	26	31	113	9	32
2017	중랑구	중화2동	149	256	105	256	127	133	39	54	63	77	83	139	5	34	17	29	3	8	41	121
2017	중랑구	묵1동	182	182	57	186	119	119	53	66	56	77	25	40	6	40	27	92	26	96	28	71
2017	중랑구	묵2동	130	130	56	129	91	94	46	62	46	53	38	72	4	6	12	27	13	26	27	70
2017	중랑구	망우3동	115	334	41	90	90	100	26	31	39	42	17	31	2	4	10	24	9	23	12	42
2017	중랑구	신내1동	404	1,231	61	187	172	179	39	52	48	68	27	51	2	7	28	91	53	187	36	170
2017	중랑구	신내2동	204	204	29	89	73	73	31	48	32	87	12	19	-	-	14	60	42	176	10	42
2017	중랑구	면목본동	152	152	92	205	151	166	86	116	74	85	68	139	6	22	19	46	21	59	41	127
2017	중랑구	면목3.8동	181	181	95	199	109	109	55	72	65	101	72	155	2	11	24	68	19	53	41	113
2017	중랑구	망우본동	1,279	1,802	117	275	164	165	61	74	71	107	64	103	4	17	25	56	20	129	59	156
2017	성북구	소계	1,859	3,036	1,060	3,051	1,190	1,249	777	1,028	768	1,389	590	1,206	76	419	418	1,188	476	1,600	324	1,055
2017	성북구	돈암1동	51	51	6	15	38	38	18	21	10	11	3	5	-	-	8	22	18	166	4	44
2017	성북구	돈암2동	58	58	14	28	29	29	30	35	15	19	1	2	1	1	7	11	29	48	-	-
2017	성북구	안암동	38	38	92	328	42	42	34	45	42	124	66	207	22	72	64	215	11	45	15	50
2017	성북구	보문동	195	195	55	120	44	44	44	57	35	45	28	51	11	79	9	24	10	30	17	42
2017	성북구	정릉1동	105	105	28	66	29	29	27	41	29	35	10	16	-	-	9	35	28	55	12	28
2017	성북구	정릉2동	133	277	41	110	95	104	34	43	29	38	12	19	1	2	12	33	21	77	10	35
2017	성북구	정릉3동	97	97	42	89	40	40	14	18	26	32	22	37	2	2	14	35	3	7	17	48
2017	성북구	정릉4동	146	403	44	111	63	63	33	44	28	53	17	36	2	6	11	37	12	35	13	47
2017	성북구	길음1동	87	87	33	85	57	57	55	96	43	78	51	80	1	1	16	68	41	116	7	26
2017	성북구	길음2동	34	34	37	151	35	36	32	43	30	84	13	16	1	20	13	46	27	90	9	68
2017	성북구	월곡1동	101	101	47	109	93	96	36	45	40	49	13	21	4	82	11	26	30	92	12	31
2017	성북구	월곡2동	87	87	73	250	64	64	33	45	47	92	26	54	3	9	35	102	16	59	21	55
2017	성북구	장위1동	91	91	35	73	94	94	32	42	33	39	21	26	-	-	8	9	7	13	14	22
2017	성북구	장위2동	95	244	55	110	61	61	46	56	39	41	51	77	4	16	8	16	10	25	21	53
2017	성북구	장위3동	69	414	15	45	45	45	16	19	15	17	7	13	2	5	3	8	13	32	10	32
2017	성북구	성북동	45	45	54	277	24	24	37	47	26	48	16	35	3	46	44	105	33	107	9	24
2017	성북구	삼선동	81	81	106	266	57	57	53	66	54	78	58	100	7	24	45	115	31	104	32	75
2017	성북구	동선동	39	39	81	246	24	24	70	97	94	320	85	263	5	21	53	152	53	238	46	205
2017	성북구	종암동	119	119	88	206	120	120	61	79	64	98	39	60	4	24	25	67	52	166	19	79
2017	성북구	석관동	188	470	114	366	136	182	72	89	69	88	51	88	3	9	23	62	31	95	36	91
2017	강북구	소계	1,776	2,980	973	2,673	1,047	1,060	576	785	661	988	662	1,374	20	98	276	789	234	735	332	1,051
2017	강북구	번1동	94	263	84	211	47	47	59	78	60	122	77	136	1	30	31	85	15	47	30	94
2017	강북구	번2동	117	117	17	40	77	79	13	19	19	19	9	15	3	16	8	10	1	1	4	14
2017	강북구	번3동	327	446	18	42	67	67	13	19	23	25	11	19	-	-	12	26	21	56	6	14
2017	강북구	수유1동	101	290	82	160	81	85	36	45	42	45	24	31	1	3	16	31	14	37	21	46
2017	강북구	수유2동	117	117	57	160	79	79	42	57	51	59	38	60	1	4	9	17	21	63	11	36
2017	강북구	수유3동	89	89	151	425	62	67	77	123	78	151	162	465	3	7	33	142	5	15	81	290
2017	강북구	삼양동	114	253	36	62	125	127	31	36	50	82	22	29	1	1	7	10	32	80	12	25
2017	강북구	미아동	94	94	99	259	76	76	65	84	78	128	63	108	8	26	31	80	11	44	31	72
2017	강북구	송중동	152	152	111	459	80	80	62	80	68	108	84	201	1	2	33	121	31	96	44	179
2017	강북구	송천동	127	311	125	295	84	84	71	99	78	100	76	116	-	-	21	59	20	68	40	122
2017	강북구	삼각산동	91	91	27	56	75	75	46	65	28	52	15	21	-	-	15	46	34	152	9	20
2017	강북구	우이동	133	282	119	375	64	64	18	24	26	35	52	127	1	9	35	103	4	8	27	97
2017	강북구	인수동	220	475	47	129	130	130	43	56	60	62	29	46	-	-	25	59	25	68	16	42
2017	도봉구	소계	2,874	6,431	665	1,838	1,236	1,244	499	694	570	804	292	521	12	29	222	623	376	1,171	279	826
2017	도봉구	쌍문1동	181	354	17	40	69	69	22	31	33	37	9	11	1	4	26	46	17	47	14	38
2017	도봉구	쌍문2동	131	464	46	125	67	67	28	40	53	87	23	32	-	-	14	30	44	173	14	38
2017	도봉구	쌍문3동	71	71	37	109	40	40	39	55	33	42	11	21	1	1	11	37	12	28	14	42
2017	도봉구	쌍문4동	115	115	5	10	44	44	15	22	27	51	1	11	-	-	7	22	61	156	4	13
2017	도봉구	방학1동	183	1,065	127	333	69	69	75	121	72	120	47	91	-	-	30	94	40	135	45	126
2017	도봉구	방학2동	154	154	44	109	61	61	20	36	54	68	8	16	-	-	6	18	15	48	16	46
2017	도봉구	방학3동	225	573	25	106	80	80	23	34	18	28	3	3	1	1	12	32	21	51	11	41
2017	도봉구	창1동	170	170	43	115	390	394	46	63	36	49	13	29	1	3	15	83	15	31	11	42
2017	도봉구	창2동	160	363	48	95	105	109	42	52	58	66	17	24	2	3	11	20	22	86	14	30
2017	도봉구	창3동	131	131	35	72	63	63	27	34	32	33	29	45	1	1	8	9	10	18	20	51
2017	도봉구	창4동	137	607	33	117	46	46	35	52	25	36	23	55	1	3	15	45	33	118	23	73
2017	도봉구	창5동	836	996	38	244	64	64	42	53	46	86	22	42	-	-	32	96	59	211	25	79
2017	도봉구	도봉1동	146	441	125	280	76	76	45	56	44	51	50	87	1	4	16	58	5	19	44	131
2017	도봉구	도봉2동	234	927	42	83	62	62	40	45	39	50	36	54	3	9	19	33	22	50	24	76
2017	노원구	소계	4,333	7,119	909	2,914	1,486	1,492	670	981	771	1,445	367	802	15	90	443	1,441	765	3,424	387	1,392
2017	노원구	월계1동	166	592	79	198	88	88	33	36	41	73	29	77	1	6	34	107	12	37	33	83
2017	노원구	월계2동	306	435	13	35	119	119	16	22	26	38	5	7	-	-	13	35	18	36	6	17
2017	노원구	월계3동	226	226	24	77	110	110	33	46	30	59	1	1	2	2	13	37	14	41	2	5
2017	노원구	공릉2동	275	920	62	160	146	151	54	65	57	93	19	40	-	-	56	158	38	92	30	87
2017	노원구	하계1동	97	172	49	181	43	43	21	35	24	39	8	13	1	1	24	73	31	114	15	88
2017	노원구	하계2동	100	100	7	27	52	52	14	29	16	32	2	3	1	5	2	3	13	51	4	10
2017	노원구	중계본동	125	246	35	97	50	50	38	62	35	49	13	25	-	-	31	75	166	1,147	6	24
2017	노원구	중계1동	113	113	22	80	46	46	34	53	32	76	8	18	-	-	16	63	148	793	5	30
2017	노원구	중계4동	118	118	55	164	45	45	22	30	30	51	29	55	-	-	16	49	26	75	28	87
2017	노원구	상계1동	1,366	1,863	99	325	98	98	57	82	66	123	24	39	4	52	39	102	47	181	45	244
2017	노원구	상계2동	92	243	114	499	49	49	59	95	89	272	80	249	-	-	62	273	24	161	75	315
2017	노원구	상계5동	104	181	42	76	94	94	55	65	65	81	19	23	-	-	20	48	46	94	27	58
2017	노원구	상계8동	129	129	12	30	39	39	16	21	16	27	4	7	-	-	5	14	37	117	5	14
2017	노원구	상계9동	178	178	11	25	50	50	23	35	20	30	2	6	-	-	6	11	32	132	7	20
2017	노원구	상계10동	100	100	4	20	35	35	11	20	9	16	3	3	-	-	5	25	12	27	1	2
2017	노원구	상계3.4동	163	163	58	111	110	111	37	47	43	52	38	51	-	-	14	24	15	36	19	38
2017	노원구	상계6.7동	174	174	73	299	74	74	58	92	52	151	20	49	-	-	24	139	41	190	18	66
2017	노원구	중계2.3동	186	186	36	205	101	101	22	41	38	70	10	24	1	4	15	93	24	45	8	28
2017	노원구	공릉1동	315	980	114	305	137	137	67	105	82	113	53	112	5	20	48	112	21	55	53	176
2017	은평구	소계	3,037	4,302	900	2,582	1,227	1,239	1,066	1,511	925	1,448	525	933	16	65	379	996	579	1,750	397	1,345
2017	은평구	녹번동	115	115	71	211	68	69	73	87	56	81	21	38	3	14	28	79	20	80	29	108
2017	은평구	불광1동	159	159	69	183	85	85	99	195	68	115	36	69	1	1	31	81	40	95	27	89
2017	은평구	갈현1동	95	95	65	219	65	65	56	79	60	98	79	189	-	-	26	75	26	108	49	181
2017	은평구	갈현2동	128	128	49	134	64	64	52	67	69	87	49	107	-	-	30	76	77	288	41	124
2017	은평구	구산동	219	352	23	50	118	118	43	61	52	54	11	11	-	-	16	33	44	85	8	19
2017	은평구	대조동	108	108	115	369	76	81	126	170	88	168	58	97	1	5	44	142	33	98	46	148
2017	은평구	응암1동	103	103	51	175	58	58	84	116	54	91	26	40	3	13	25	88	38	196	21	87
2017	은평구	응암2동	93	93	23	57	52	52	48	67	29	34	11	15	-	-	7	12	15	29	8	18
2017	은평구	신사1동	179	291	31	129	82	88	64	94	66	93	14	28	-	-	18	39	25	71	17	69
2017	은평구	신사2동	983	1,257	23	46	89	89	36	49	36	39	8	12	-	-	8	16	27	63	3	4
2017	은평구	증산동	119	697	41	84	61	61	40	52	33	35	15	17	1	2	13	33	18	41	19	47
2017	은평구	수색동	54	54	23	39	35	35	42	49	16	19	25	26	2	16	4	9	6	14	10	34
2017	은평구	진관동	172	340	66	321	61	61	85	138	55	181	6	15	-	-	45	152	73	197	23	157
2017	은평구	불광2동	130	130	67	137	71	71	50	70	64	93	37	53	1	1	13	29	22	83	20	42
2017	은평구	응암3동	126	126	102	227	82	82	55	75	69	90	52	83	-	-	24	41	31	86	41	118
2017	은평구	역촌동	254	254	81	201	160	160	113	142	110	170	77	133	4	13	47	91	84	216	35	100
2017	서대문구	소계	1,797	3,041	893	2,755	677	681	655	920	597	1,296	545	1,207	19	63	391	1,373	366	1,318	293	994
2017	서대문구	천연동	37	37	45	121	25	25	35	44	25	28	25	29	-	-	17	42	23	54	11	26
2017	서대문구	홍제1동	75	75	42	121	46	46	37	46	45	71	21	39	2	6	20	56	29	71	16	45
2017	서대문구	홍제3동	81	81	66	121	53	53	28	36	30	42	31	53	-	-	11	18	33	107	15	39
2017	서대문구	홍제2동	36	36	23	58	25	25	32	44	20	31	11	20	-	-	6	7	24	46	6	16
2017	서대문구	홍은1동	94	94	31	63	62	62	33	45	39	43	18	35	1	2	6	17	27	52	13	33
2017	서대문구	홍은2동	133	280	50	175	81	81	29	41	29	33	26	58	-	-	12	28	50	310	20	52
2017	서대문구	남가좌1동	34	34	52	113	29	29	32	51	12	18	22	40	-	-	5	18	5	14	10	30
2017	서대문구	남가좌2동	124	124	62	142	49	49	54	65	56	103	32	60	2	7	22	57	26	75	23	55
2017	서대문구	북가좌1동	102	666	12	56	44	44	26	42	20	63	3	6	-	-	5	20	23	91	7	21
2017	서대문구	북가좌2동	854	1,159	46	143	103	107	78	119	76	95	45	68	-	-	26	63	45	127	24	73
2017	서대문구	충현동	19	19	130	412	8	8	49	61	27	41	35	72	4	8	63	174	11	38	32	99
2017	서대문구	북아현동	55	55	32	76	54	54	71	95	15	22	16	26	1	20	6	19	13	30	5	12
2017	서대문구	신촌동	22	22	208	857	15	15	86	142	137	611	211	608	2	4	148	707	16	130	94	439
2017	서대문구	연희동	131	359	94	297	83	83	65	89	66	95	49	93	7	16	44	147	41	173	17	54
2017	마포구	소계	1,199	2,260	1,419	4,905	729	754	1,022	1,564	880	1,972	1,090	3,023	78	1,108	1,112	3,751	428	1,794	609	2,626
2017	마포구	용강동	45	104	95	372	17	22	70	110	28	77	49	115	12	701	34	97	34	185	46	241
2017	마포구	대흥동	23	23	70	186	23	23	67	108	38	67	28	67	1	3	47	160	22	132	20	72
2017	마포구	염리동	15	15	26	86	27	27	27	39	27	31	13	43	-	-	15	50	19	149	12	57
2017	마포구	신수동	55	55	47	123	41	41	48	65	33	41	15	26	4	10	19	49	23	66	10	35
2017	마포구	서교동	35	35	333	1,452	29	29	153	275	256	882	481	1,667	23	117	396	1,428	27	176	213	1,020
2017	마포구	합정동	47	47	76	279	44	57	61	106	55	129	75	187	5	13	72	266	11	49	40	136
2017	마포구	망원1동	381	381	55	136	66	66	48	63	42	68	35	66	2	2	53	128	14	39	29	91
2017	마포구	망원2동	75	75	42	102	70	76	43	67	54	69	28	50	1	2	35	52	31	136	24	89
2017	마포구	연남동	32	32	62	200	30	30	43	65	34	44	85	177	2	14	110	256	3	13	18	77
2017	마포구	성산1동	62	216	37	114	49	49	43	57	21	35	19	33	5	17	27	62	22	80	16	53
2017	마포구	성산2동	130	320	59	151	94	94	52	86	42	66	17	24	5	12	28	111	58	188	22	69
2017	마포구	상암동	83	741	143	543	65	65	60	102	32	65	30	86	5	73	108	472	34	95	57	277
2017	마포구	도화동	41	41	88	296	36	36	54	70	41	77	59	138	1	16	29	191	29	120	30	124
2017	마포구	서강동	40	40	77	278	41	41	68	77	65	129	80	192	5	54	75	222	30	95	33	140
2017	마포구	공덕동	93	93	141	352	74	75	105	138	75	106	55	122	7	74	43	124	46	173	30	121
2017	마포구	아현동	42	42	68	235	23	23	80	136	37	86	21	30	-	-	21	83	25	98	9	24
2017	양천구	소계	2,774	5,414	875	2,768	1,129	1,136	852	1,211	833	1,421	476	926	21	65	309	992	1,330	5,498	240	907
2017	양천구	목1동	36	36	132	641	27	27	69	121	63	284	45	154	8	30	78	337	101	787	30	189
2017	양천구	목2동	80	80	35	86	56	56	63	93	46	70	23	44	-	-	16	39	32	128	15	55
2017	양천구	목3동	60	60	37	94	51	51	47	60	56	105	49	83	2	8	6	26	33	91	15	57
2017	양천구	목4동	82	82	42	101	46	46	46	62	68	96	33	54	1	1	11	15	76	273	21	56
2017	양천구	신월1동	168	288	93	220	103	103	48	57	65	72	59	95	1	2	9	15	18	53	13	30
2017	양천구	신월2동	196	382	24	68	90	90	39	45	26	32	14	22	-	-	10	15	26	62	6	24
2017	양천구	신월3동	116	706	35	66	72	75	12	13	30	32	18	29	-	-	8	25	7	21	10	25
2017	양천구	신월4동	190	807	49	111	102	102	25	40	44	51	37	49	2	3	11	18	32	74	18	49
2017	양천구	신월5동	73	242	45	130	61	61	28	34	32	37	9	12	1	1	16	29	17	46	13	46
2017	양천구	신월6동	942	1,074	17	46	33	33	18	23	12	17	10	15	1	5	4	12	3	20	7	19
